DONOR PARTNER,INBOUND DATE,ITEMIZED LIST,UNITS RECEIVED,UNIT OF MEASURE,DATE REDISTRIBUTED,OUTBOUND RECIPIENT,ITEMIZED LIST.1,UNITS DISTRIBUTED,COMMENT,DONOR
,"September 6, 2025",PREP SOLUTION CHLORAPREP™ SCRUB TEAL™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL,,EA.,"October 14, 2025",Clinic 7,,16,,City Medical Center
,"April 14, 2025",ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,,EA.,"June 14, 2025",Clinic 9,,33,,City Medical Center
,"March 28, 2024",SYRINGE 60ML LL LATEX FREE CONFIGURE,,EA.,"April 14, 2024",Clinic 2,,31,,City Medical Center
,"April 24, 2025",TOOTHPASTE - INDIVIDUALLY BOXED,,BOX,"June 14, 2025",Clinic 8,,86,,General Hospital A
,"September 27, 2023",TOOTHPASTE - INDIVIDUALLY BOXED,,PACK,"October 22, 2023",Clinic 8,,64,,City Medical Center
,"May 2, 2025",PREP SOLUTION CHLORAPREP™ CLEAR 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,CS.,"July 7, 2025",Clinic 8,,31,,General Hospital A
,"December 4, 2023","NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS",,PAIR,"December 21, 2023",Clinic 5,,40,,General Hospital A
,"January 12, 2024",ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,,EA.,"February 1, 2024",Clinic 10,,56,,City Medical Center
,"January 1, 2023",SYRINGE 60ML LL LATEX FREE CONFIGURE,,BOX,"January 30, 2023",Clinic 9,,23,,City Medical Center
,"December 26, 2023",GEHA OPEN SEASON TOOTHBRUSH 2022,,BOX,"January 11, 2024",Clinic 5,,28,,General Hospital A
,"September 13, 2025",ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,,PAIR,"October 11, 2025",Clinic 2,,115,,City Medical Center
,"May 26, 2024",SAFETY NEEDLE 25G 5/8IN FLIPLOCK,,PAIR,"July 11, 2024",Clinic 5,,14,,City Medical Center
,"May 2, 2025",SAFETY NEEDLE 25G 5/8IN FLIPLOCK,,RL.,"June 25, 2025",Clinic 9,,19,,General Hospital A
,"April 19, 2024",SAFETY NEEDLE 25G 5/8IN FLIPLOCK,,PACK,"June 16, 2024",Clinic 2,,44,,Regional Health Org
,"January 29, 2023","NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS",,PAIR,"March 3, 2023",Clinic 9,,7,,City Medical Center
,"July 31, 2023",PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 3 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,PACK,"September 15, 2023",Clinic 3,,23,,Regional Health Org
,"August 15, 2023",PREP SOLUTION CHLORAPREP™ CLEAR 3 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,EA.,"September 20, 2023",Clinic 3,,32,,General Hospital A
,"October 6, 2023",SAFETY NEEDLE 25G 5/8IN FLIPLOCK,,EA.,"November 11, 2023",Clinic 5,,35,,General Hospital A
,"February 16, 2025",PREP SOLUTION CHLORAPREP™ SCRUB TEAL™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL,,CS.,"February 27, 2025",Clinic 5,,7,,City Medical Center
,"September 2, 2025",TOOTHPASTE - INDIVIDUALLY BOXED,,PAIR,"September 24, 2025",Clinic 1,,119,,General Hospital A
,"February 26, 2025",PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,BOX,"April 2, 2025",Clinic 8,,37,,City Medical Center
,"November 26, 2024",SAFETY NEEDLE 25G 5/8IN FLIPLOCK,,EA.,"December 19, 2024",Clinic 9,,43,,City Medical Center
,"July 1, 2023",PREP SOLUTION CHLORAPREP™ CLEAR 3 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,PACK,"August 25, 2023",Clinic 3,,38,,General Hospital A
,"July 16, 2023",PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 3 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,CS.,"September 9, 2023",Clinic 2,,7,,City Medical Center
,"January 17, 2024",TOOTHPASTE - INDIVIDUALLY BOXED,,EA.,"March 11, 2024",Clinic 3,,92,,City Medical Center
,"February 21, 2024",LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,,PAIR,"April 14, 2024",Clinic 5,,21,,General Hospital A
,"April 18, 2023",ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,,RL.,"May 31, 2023",Clinic 8,,66,,City Medical Center
,"July 7, 2023",PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,PAIR,"September 2, 2023",Clinic 7,,22,,General Hospital A
,"September 1, 2025",SAFETY NEEDLE 25G 5/8IN FLIPLOCK,,PACK,"October 25, 2025",Clinic 3,,31,,City Medical Center
,"January 18, 2023",LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,,PAIR,"March 11, 2023",Clinic 9,,80,,City Medical Center
,"September 25, 2024",TOOTHPASTE - INDIVIDUALLY BOXED,,BOX,"November 9, 2024",Clinic 8,,46,,General Hospital A
,"January 3, 2023",LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,,CS.,"February 19, 2023",Clinic 1,,101,,General Hospital A
,"January 1, 2023",LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,,BOX,"January 18, 2023",Clinic 6,,41,,General Hospital A
,"December 2, 2023",PREP SOLUTION CHLORAPREP™ CLEAR 3 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,RL.,"December 28, 2023",Clinic 5,,28,,City Medical Center
,"October 1, 2023",PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 3 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,EA.,"October 16, 2023",Clinic 3,,22,,General Hospital A
,"February 16, 2024",PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,BOX,"April 23, 2024",Clinic 8,,40,,City Medical Center
,"June 23, 2025","SYRINGE  10ML LL STERILE BD LUER-LOK TIP SYRINGE, DISPOSABLE, PRECISIONGLIDE NEEDLE",,CS.,"August 11, 2025",Clinic 7,,45,,Regional Health Org
,"February 16, 2025",PREP SOLUTION CHLORAPREP™ CLEAR 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,BOX,"March 9, 2025",Clinic 3,,35,,General Hospital A
,"August 30, 2023",PREP SOLUTION CHLORAPREP™ CLEAR 3 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,CS.,"October 31, 2023",Clinic 2,,18,,General Hospital A
,"March 6, 2025",ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,,EA.,"March 18, 2025",Clinic 1,,110,,Regional Health Org
,"March 5, 2025",SYRINGE 60ML LL LATEX FREE CONFIGURE,,CS.,"March 16, 2025",Clinic 3,,6,,General Hospital A
,"April 27, 2023",SAFETY NEEDLE 25G 5/8IN FLIPLOCK,,BOX,"May 21, 2023",Clinic 9,,41,,General Hospital A
,"July 21, 2025","NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS",,PAIR,"August 2, 2025",Clinic 3,,21,,General Hospital A
,"July 20, 2023",SAFETY NEEDLE 25G 5/8IN FLIPLOCK,,PAIR,"August 15, 2023",Clinic 9,,42,,General Hospital A
,"January 1, 2023","NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS",,PAIR,"February 4, 2023",Clinic 9,,11,,Regional Health Org
,"January 10, 2025",LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,,BOX,"February 24, 2025",Clinic 10,,91,,City Medical Center
,"June 10, 2024",TOOTHPASTE - INDIVIDUALLY BOXED,,EA.,"June 24, 2024",Clinic 10,,109,,Regional Health Org
,"January 1, 2023",PREP SOLUTION CHLORAPREP™ CLEAR 1 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,PACK,"January 29, 2023",Clinic 7,,47,,General Hospital A
,"May 20, 2023",PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,EA.,"July 11, 2023",Clinic 8,,39,,General Hospital A
,"September 14, 2025","SYRINGE  10ML LL STERILE BD LUER-LOK TIP SYRINGE, DISPOSABLE, PRECISIONGLIDE NEEDLE",,PACK,"October 19, 2025",Clinic 5,,23,,Regional Health Org
,"November 6, 2023",ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,,BOX,"December 1, 2023",Clinic 5,,49,,General Hospital A
,"August 27, 2024",LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,,BOX,"October 29, 2024",Clinic 5,,53,,Regional Health Org
,"May 18, 2024",PREP SOLUTION CHLORAPREP™ CLEAR 1 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,BOX,"June 15, 2024",Clinic 3,,17,,General Hospital A
,"June 15, 2025",SYRINGE 60ML LL LATEX FREE CONFIGURE,,CS.,"July 19, 2025",Clinic 9,,36,,City Medical Center
,"October 29, 2023",PREP SOLUTION CHLORAPREP™ CLEAR 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,BOX,"December 23, 2023",Clinic 3,,44,,Regional Health Org
,"August 6, 2024",PREP SOLUTION CHLORAPREP™ CLEAR 3 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,PACK,"October 2, 2024",Clinic 9,,13,,Regional Health Org
,"April 24, 2024",PREP SOLUTION CHLORAPREP™ CLEAR 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,CS.,"May 20, 2024",Clinic 7,,23,,City Medical Center
,"December 27, 2023",PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 3 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,CS.,"February 3, 2024",Clinic 8,,15,,City Medical Center
,"September 4, 2025","SYRINGE  10ML LL STERILE BD LUER-LOK TIP SYRINGE, DISPOSABLE, PRECISIONGLIDE NEEDLE",,PAIR,"October 11, 2025",Clinic 8,,42,,General Hospital A
,"August 24, 2023",PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,EA.,"September 28, 2023",Clinic 2,,7,,General Hospital A
,"September 15, 2024","SYRINGE  10ML LL STERILE BD LUER-LOK TIP SYRINGE, DISPOSABLE, PRECISIONGLIDE NEEDLE",,BOX,"October 28, 2024",Clinic 2,,41,,General Hospital A
,"December 20, 2024",PREP SOLUTION CHLORAPREP™ CLEAR 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,CS.,"January 10, 2025",Clinic 9,,28,,City Medical Center
,"June 12, 2025",PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,BOX,"August 10, 2025",Clinic 2,,28,,Regional Health Org
,"January 1, 2023",GEHA OPEN SEASON TOOTHBRUSH 2022,,CS.,"February 14, 2023",Clinic 3,,85,,City Medical Center
,"May 26, 2025",TOOTHPASTE - INDIVIDUALLY BOXED,,EA.,"June 29, 2025",Clinic 3,,85,,Regional Health Org
,"January 10, 2025",ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,,PAIR,"February 2, 2025",Clinic 1,,116,,Regional Health Org
,"August 31, 2025",SYRINGE 60ML LL LATEX FREE CONFIGURE,,PACK,"October 27, 2025",Clinic 3,,35,,General Hospital A
,"May 17, 2025",TOOTHPASTE - INDIVIDUALLY BOXED,,EA.,"June 15, 2025",Clinic 2,,109,,General Hospital A
,"January 19, 2024",GEHA OPEN SEASON TOOTHBRUSH 2022,,PAIR,"February 17, 2024",Clinic 2,,44,,General Hospital A
,"May 23, 2025",PREP SOLUTION CHLORAPREP™ CLEAR 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,EA.,"June 28, 2025",Clinic 5,,20,,General Hospital A
,"March 30, 2025",TOOTHPASTE - INDIVIDUALLY BOXED,,CS.,"May 11, 2025",Clinic 9,,35,,General Hospital A
,"March 20, 2025",PREP SOLUTION CHLORAPREP™ CLEAR 1 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,EA.,"May 3, 2025",Clinic 9,,19,,Regional Health Org
,"December 4, 2024","NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS",,CS.,"January 17, 2025",Clinic 9,,18,,General Hospital A
,"March 16, 2025",SYRINGE 60ML LL LATEX FREE CONFIGURE,,CS.,"April 16, 2025",Clinic 2,,41,,Regional Health Org
,"June 21, 2025",PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,CS.,"August 14, 2025",Clinic 7,,21,,General Hospital A
,"January 29, 2023",PREP SOLUTION CHLORAPREP™ CLEAR 1 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,CS.,"April 1, 2023",Clinic 9,,41,,General Hospital A
,"May 3, 2024","NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS",,EA.,"June 7, 2024",Clinic 2,,37,,Regional Health Org
,"September 6, 2025",GEHA OPEN SEASON TOOTHBRUSH 2022,,PACK,"October 10, 2025",Clinic 3,,57,,General Hospital A
,"October 20, 2024",TOOTHPASTE - INDIVIDUALLY BOXED,,PACK,"December 5, 2024",Clinic 6,,57,,Regional Health Org
,"January 16, 2023",LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,,PACK,"February 23, 2023",Clinic 4,,71,,Regional Health Org
,"September 4, 2024",LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,,RL.,"October 25, 2024",Clinic 9,,57,,Regional Health Org
,"September 5, 2025",PREP SOLUTION CHLORAPREP™ CLEAR 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,PAIR,"October 11, 2025",Clinic 3,,24,,Regional Health Org
,"September 7, 2023",LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,,CS.,"October 12, 2023",Clinic 9,,89,,General Hospital A
,"August 15, 2024",PREP SOLUTION CHLORAPREP™ CLEAR 1 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,CS.,"September 18, 2024",Clinic 8,,7,,Regional Health Org
,"February 1, 2023",PREP SOLUTION CHLORAPREP™ CLEAR 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,PAIR,"April 4, 2023",Clinic 8,,40,,General Hospital A
,"April 17, 2023",PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 3 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,BOX,"June 23, 2023",Clinic 2,,15,,Regional Health Org
,"May 16, 2025","SYRINGE  10ML LL STERILE BD LUER-LOK TIP SYRINGE, DISPOSABLE, PRECISIONGLIDE NEEDLE",,BOX,"July 14, 2025",Clinic 7,,15,,City Medical Center
,"May 24, 2024",PREP SOLUTION CHLORAPREP™ SCRUB TEAL™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL,,PACK,"June 19, 2024",Clinic 5,,25,,City Medical Center
,"July 19, 2025","NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS",,EA.,"August 2, 2025",Clinic 5,,30,,General Hospital A
,"July 28, 2025",LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,,CS.,"September 12, 2025",Clinic 5,,94,,General Hospital A
,"December 28, 2023",PREP SOLUTION CHLORAPREP™ CLEAR 1 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,EA.,"February 29, 2024",Clinic 9,,21,,General Hospital A
,"April 8, 2023",GEHA OPEN SEASON TOOTHBRUSH 2022,,EA.,"May 18, 2023",Clinic 6,,78,,City Medical Center
,"November 26, 2023",SAFETY NEEDLE 25G 5/8IN FLIPLOCK,,EA.,"December 13, 2023",Clinic 7,,10,,City Medical Center
,"November 26, 2024",SYRINGE 60ML LL LATEX FREE CONFIGURE,,PACK,"January 2, 2025",Clinic 3,,14,,Regional Health Org
,"May 9, 2025",PREP SOLUTION CHLORAPREP™ CLEAR 3 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,PAIR,"May 25, 2025",Clinic 9,,14,,Regional Health Org
,"February 21, 2023",TOOTHPASTE - INDIVIDUALLY BOXED,,RL.,"March 25, 2023",Clinic 3,,100,,Regional Health Org
,"June 8, 2024",GEHA OPEN SEASON TOOTHBRUSH 2022,,PAIR,"July 1, 2024",Clinic 5,,99,,City Medical Center
,"May 27, 2023",PREP SOLUTION CHLORAPREP™ CLEAR 3 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,PACK,"June 24, 2023",Clinic 8,,40,,Regional Health Org
,"September 10, 2023",SAFETY NEEDLE 25G 5/8IN FLIPLOCK,,RL.,"October 4, 2023",Clinic 2,,15,,Regional Health Org
,"April 27, 2025",PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,CS.,"May 12, 2025",Clinic 8,,43,,City Medical Center
,"February 27, 2025",GEHA OPEN SEASON TOOTHBRUSH 2022,,RL.,"March 30, 2025",Clinic 4,,97,,Regional Health Org
,"January 22, 2023",LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,,PAIR,"March 11, 2023",Clinic 2,,74,,Regional Health Org
,"August 6, 2024",ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,,RL.,"September 28, 2024",Clinic 8,,59,,City Medical Center
,"April 11, 2024",PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 3 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,PACK,"April 29, 2024",Clinic 2,,26,,General Hospital A
,"October 8, 2024",SAFETY NEEDLE 25G 5/8IN FLIPLOCK,,EA.,"November 29, 2024",Clinic 2,,39,,Regional Health Org
,"February 26, 2023","NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS",,PAIR,"April 11, 2023",Clinic 8,,5,,General Hospital A
,"July 26, 2023",PREP SOLUTION CHLORAPREP™ CLEAR 3 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,RL.,"September 8, 2023",Clinic 5,,39,,General Hospital A
,"January 13, 2025",SYRINGE 60ML LL LATEX FREE CONFIGURE,,PACK,"February 23, 2025",Clinic 2,,38,,City Medical Center
,"March 31, 2024",PREP SOLUTION CHLORAPREP™ CLEAR 1 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,PACK,"April 12, 2024",Clinic 9,,14,,Regional Health Org
,"January 21, 2024",LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,,BOX,"February 10, 2024",Clinic 4,,61,,General Hospital A
,"April 5, 2025",SAFETY NEEDLE 25G 5/8IN FLIPLOCK,,CS.,"April 22, 2025",Clinic 9,,37,,General Hospital A
,"July 31, 2023",PREP SOLUTION CHLORAPREP™ CLEAR 1 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,PACK,"August 19, 2023",Clinic 9,,23,,City Medical Center
,"February 7, 2023",LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,,PAIR,"February 20, 2023",Clinic 8,,103,,City Medical Center
,"September 16, 2024",PREP SOLUTION CHLORAPREP™ CLEAR 1 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,EA.,"November 16, 2024",Clinic 9,,17,,City Medical Center
,"September 11, 2025",PREP SOLUTION CHLORAPREP™ CLEAR 3 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,RL.,"September 21, 2025",Clinic 5,,20,,General Hospital A
,"December 1, 2023",LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,,PAIR,"December 31, 2023",Clinic 6,,43,,Regional Health Org
,"January 25, 2023",PREP SOLUTION CHLORAPREP™ SCRUB TEAL™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL,,PAIR,"March 12, 2023",Clinic 2,,38,,General Hospital A
,"May 14, 2023",PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,BOX,"June 22, 2023",Clinic 7,,49,,Regional Health Org
,"October 15, 2024",PREP SOLUTION CHLORAPREP™ CLEAR 3 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,EA.,"December 16, 2024",Clinic 2,,28,,General Hospital A
,"March 25, 2024",PREP SOLUTION CHLORAPREP™ CLEAR 3 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,BOX,"April 9, 2024",Clinic 8,,23,,Regional Health Org
,"April 21, 2024",ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,,CS.,"June 11, 2024",Clinic 8,,38,,City Medical Center
,"February 5, 2023",ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,,EA.,"April 1, 2023",Clinic 9,,50,,Regional Health Org
,"August 24, 2025",PREP SOLUTION CHLORAPREP™ CLEAR 3 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,PACK,"October 8, 2025",Clinic 8,,43,,General Hospital A
,"March 16, 2025",PREP SOLUTION CHLORAPREP™ CLEAR 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,PACK,"May 4, 2025",Clinic 8,,48,,Regional Health Org
,"March 5, 2025",PREP SOLUTION CHLORAPREP™ CLEAR 3 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,PACK,"April 23, 2025",Clinic 2,,24,,Regional Health Org
,"March 25, 2023",TOOTHPASTE - INDIVIDUALLY BOXED,,CS.,"May 26, 2023",Clinic 9,,106,,General Hospital A
,"October 31, 2024",SAFETY NEEDLE 25G 5/8IN FLIPLOCK,,CS.,"December 29, 2024",Clinic 5,,7,,General Hospital A
,"July 11, 2024",GEHA OPEN SEASON TOOTHBRUSH 2022,,EA.,"September 6, 2024",Clinic 6,,86,,General Hospital A
,"January 8, 2024",PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 3 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,PAIR,"January 31, 2024",Clinic 2,,40,,General Hospital A
,"August 29, 2024",SAFETY NEEDLE 25G 5/8IN FLIPLOCK,,PAIR,"October 8, 2024",Clinic 7,,34,,Regional Health Org
,"August 23, 2025","NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS",,BOX,"October 20, 2025",Clinic 2,,32,,Regional Health Org
,"April 22, 2023",PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,CS.,"May 26, 2023",Clinic 2,,17,,Regional Health Org
,"April 19, 2023",PREP SOLUTION CHLORAPREP™ CLEAR 1 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,PACK,"May 20, 2023",Clinic 2,,20,,General Hospital A
,"March 18, 2024",TOOTHPASTE - INDIVIDUALLY BOXED,,RL.,"April 4, 2024",Clinic 4,,76,,Regional Health Org
,"October 4, 2023",ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,,PACK,"November 12, 2023",Clinic 5,,42,,City Medical Center
,"February 23, 2025",PREP SOLUTION CHLORAPREP™ CLEAR 1 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,,EA.,"April 6, 2025",Clinic 5,,15,,Regional Health Org
